level,entity_name,state,year,quarter,registered_users
districts,khowai,tripura,2022,3,40758
districts,unakoti,tripura,2022,3,35830
pincodes,799001,tripura,2022,3,43603
pincodes,799003,tripura,2022,3,35586
pincodes,799006,tripura,2022,3,22254
pincodes,799102,tripura,2022,3,20683
pincodes,799114,tripura,2022,3,19108
pincodes,799002,tripura,2022,3,19010
pincodes,799004,tripura,2022,3,18606
pincodes,799155,tripura,2022,3,17384
pincodes,799007,tripura,2022,3,16301
pincodes,799205,tripura,2022,3,15835
districts,west tripura,tripura,2022,4,267713
districts,sepahijala,tripura,2022,4,73240
districts,south tripura,tripura,2022,4,73117
districts,north tripura,tripura,2022,4,68352
districts,gomati,tripura,2022,4,62115
districts,dhalai,tripura,2022,4,54280
districts,khowai,tripura,2022,4,42490
districts,unakoti,tripura,2022,4,37434
pincodes,799001,tripura,2022,4,45881
pincodes,799003,tripura,2022,4,37391
pincodes,799006,tripura,2022,4,23420
pincodes,799102,tripura,2022,4,21582
pincodes,799114,tripura,2022,4,20070
pincodes,799002,tripura,2022,4,19938
pincodes,799004,tripura,2022,4,19534
pincodes,799155,tripura,2022,4,18162
pincodes,799007,tripura,2022,4,17130
pincodes,799205,tripura,2022,4,16550
districts,west tripura,tripura,2022,1,229161
districts,sepahijala,tripura,2022,1,62906
districts,south tripura,tripura,2022,1,62764
districts,north tripura,tripura,2022,1,58694
districts,gomati,tripura,2022,1,53356
districts,dhalai,tripura,2022,1,46680
districts,khowai,tripura,2022,1,36592
districts,unakoti,tripura,2022,1,31971
pincodes,799001,tripura,2022,1,39256
pincodes,799003,tripura,2022,1,31986
pincodes,799006,tripura,2022,1,20017
pincodes,799102,tripura,2022,1,18503
pincodes,799002,tripura,2022,1,17110
pincodes,799114,tripura,2022,1,17110
pincodes,799004,tripura,2022,1,16672
pincodes,799155,tripura,2022,1,15580
pincodes,799007,tripura,2022,1,14684
pincodes,799205,tripura,2022,1,14236
districts,aizawl,mizoram,2023,2,74977
districts,lunglei,mizoram,2023,2,18222
districts,lawngtlai,mizoram,2023,2,14604
districts,kolasib,mizoram,2023,2,10535
districts,champhai,mizoram,2023,2,8546
districts,mamit,mizoram,2023,2,7820
districts,serchhip,mizoram,2023,2,6084
districts,saiha,mizoram,2023,2,4273
pincodes,796005,mizoram,2023,2,21052
pincodes,796009,mizoram,2023,2,19223
pincodes,796701,mizoram,2023,2,10057
pincodes,796012,mizoram,2023,2,8880
pincodes,796017,mizoram,2023,2,7751
pincodes,796008,mizoram,2023,2,6417
pincodes,796772,mizoram,2023,2,5868
pincodes,796321,mizoram,2023,2,5211
pincodes,796081,mizoram,2023,2,5107
pincodes,796014,mizoram,2023,2,4621
districts,aizawl,mizoram,2023,3,78038
districts,lunglei,mizoram,2023,3,19056
districts,lawngtlai,mizoram,2023,3,15259
districts,kolasib,mizoram,2023,3,11036
districts,champhai,mizoram,2023,3,8968
districts,mamit,mizoram,2023,3,8205
districts,serchhip,mizoram,2023,3,6340
districts,saiha,mizoram,2023,3,4476
pincodes,796005,mizoram,2023,3,21882
pincodes,796009,mizoram,2023,3,19980
pincodes,796701,mizoram,2023,3,10489
pincodes,796012,mizoram,2023,3,9233
pincodes,796017,mizoram,2023,3,8090
pincodes,796008,mizoram,2023,3,6670
pincodes,796772,mizoram,2023,3,6125
pincodes,796321,mizoram,2023,3,5462
pincodes,796081,mizoram,2023,3,5357
pincodes,796014,mizoram,2023,3,4809
districts,aizawl,mizoram,2023,4,81008
districts,lunglei,mizoram,2023,4,19893
districts,lawngtlai,mizoram,2023,4,15925
districts,kolasib,mizoram,2023,4,11527
districts,champhai,mizoram,2023,4,9373
districts,mamit,mizoram,2023,4,8589
districts,serchhip,mizoram,2023,4,6635
districts,saiha,mizoram,2023,4,4677
pincodes,796005,mizoram,2023,4,22709
pincodes,796009,mizoram,2023,4,20707
pincodes,796701,mizoram,2023,4,10942
pincodes,796012,mizoram,2023,4,9557
pincodes,796017,mizoram,2023,4,8377
pincodes,796008,mizoram,2023,4,6934
pincodes,796772,mizoram,2023,4,6346
pincodes,796321,mizoram,2023,4,5687
pincodes,796081,mizoram,2023,4,5579
pincodes,796014,mizoram,2023,4,4999
districts,aizawl,mizoram,2023,1,71979
districts,lunglei,mizoram,2023,1,17393
districts,lawngtlai,mizoram,2023,1,13917
districts,kolasib,mizoram,2023,1,10051
districts,champhai,mizoram,2023,1,8148
districts,mamit,mizoram,2023,1,7399
districts,serchhip,mizoram,2023,1,5783
districts,saiha,mizoram,2023,1,4081
pincodes,796005,mizoram,2023,1,20236
pincodes,796009,mizoram,2023,1,18453
pincodes,796701,mizoram,2023,1,9633
pincodes,796012,mizoram,2023,1,8546
pincodes,796017,mizoram,2023,1,7432
pincodes,796008,mizoram,2023,1,6155
pincodes,796772,mizoram,2023,1,5620
pincodes,796321,mizoram,2023,1,4978
pincodes,796081,mizoram,2023,1,4890
pincodes,796014,mizoram,2023,1,4442
districts,aizawl,mizoram,2021,2,48525
districts,lunglei,mizoram,2021,2,11491
districts,lawngtlai,mizoram,2021,2,9096
districts,kolasib,mizoram,2021,2,6624
districts,champhai,mizoram,2021,2,5366
districts,mamit,mizoram,2021,2,4882
districts,serchhip,mizoram,2021,2,3884
districts,saiha,mizoram,2021,2,2684
pincodes,796005,mizoram,2021,2,13677
pincodes,796009,mizoram,2021,2,12453
pincodes,796701,mizoram,2021,2,6414
pincodes,796012,mizoram,2021,2,5816
pincodes,796017,mizoram,2021,2,4992
pincodes,796008,mizoram,2021,2,4149
pincodes,796772,mizoram,2021,2,3654
pincodes,796321,mizoram,2021,2,3287
pincodes,796081,mizoram,2021,2,3224
pincodes,796014,mizoram,2021,2,2970
districts,aizawl,mizoram,2021,3,52313
districts,lunglei,mizoram,2021,3,12614
districts,lawngtlai,mizoram,2021,3,9954
districts,kolasib,mizoram,2021,3,7229
districts,champhai,mizoram,2021,3,5935
districts,mamit,mizoram,2021,3,5392
districts,serchhip,mizoram,2021,3,4255
districts,saiha,mizoram,2021,3,2955
pincodes,796005,mizoram,2021,3,14719
pincodes,796009,mizoram,2021,3,13381
pincodes,796701,mizoram,2021,3,6966
pincodes,796012,mizoram,2021,3,6245
pincodes,796017,mizoram,2021,3,5386
pincodes,796008,mizoram,2021,3,4446
pincodes,796772,mizoram,2021,3,3960
pincodes,796321,mizoram,2021,3,3608
pincodes,796081,mizoram,2021,3,3500
pincodes,796014,mizoram,2021,3,3214
districts,aizawl,mizoram,2021,4,56005
districts,lunglei,mizoram,2021,4,13668
districts,lawngtlai,mizoram,2021,4,10738
districts,kolasib,mizoram,2021,4,7850
districts,champhai,mizoram,2021,4,6447
districts,mamit,mizoram,2021,4,5887
districts,serchhip,mizoram,2021,4,4614
districts,saiha,mizoram,2021,4,3196
pincodes,796005,mizoram,2021,4,15729
pincodes,796009,mizoram,2021,4,14302
pincodes,796701,mizoram,2021,4,7499
pincodes,796012,mizoram,2021,4,6671
pincodes,796017,mizoram,2021,4,5769
pincodes,796008,mizoram,2021,4,4757
pincodes,796772,mizoram,2021,4,4219
pincodes,796321,mizoram,2021,4,3902
pincodes,796081,mizoram,2021,4,3795
pincodes,796014,mizoram,2021,4,3448
districts,aizawl,mizoram,2021,1,45103
districts,lunglei,mizoram,2021,1,10638
districts,lawngtlai,mizoram,2021,1,8386
districts,kolasib,mizoram,2021,1,6120
districts,champhai,mizoram,2021,1,4968
districts,mamit,mizoram,2021,1,4467
districts,serchhip,mizoram,2021,1,3582
districts,saiha,mizoram,2021,1,2486
pincodes,796005,mizoram,2021,1,12750
pincodes,796009,mizoram,2021,1,11596
pincodes,796701,mizoram,2021,1,5955
pincodes,796012,mizoram,2021,1,5408
pincodes,796017,mizoram,2021,1,4636
pincodes,796008,mizoram,2021,1,3862
pincodes,796772,mizoram,2021,1,3400
pincodes,796321,mizoram,2021,1,3045
pincodes,796081,mizoram,2021,1,2988
pincodes,796014,mizoram,2021,1,2744
districts,aizawl,mizoram,2018,2,6211
districts,lunglei,mizoram,2018,2,1241
districts,kolasib,mizoram,2018,2,692
districts,lawngtlai,mizoram,2018,2,607
districts,champhai,mizoram,2018,2,501
districts,serchhip,mizoram,2018,2,440
districts,mamit,mizoram,2018,2,435
districts,saiha,mizoram,2018,2,295
pincodes,796005,mizoram,2018,2,1779
pincodes,796009,mizoram,2018,2,1576
pincodes,796012,mizoram,2018,2,856
pincodes,796701,mizoram,2018,2,710
pincodes,796017,mizoram,2018,2,615
pincodes,796008,mizoram,2018,2,454
pincodes,796014,mizoram,2018,2,413
pincodes,796321,mizoram,2018,2,375
pincodes,796081,mizoram,2018,2,315
pincodes,796181,mizoram,2018,2,315
districts,aizawl,mizoram,2018,3,8460
districts,lunglei,mizoram,2018,3,1751
districts,kolasib,mizoram,2018,3,1012
districts,lawngtlai,mizoram,2018,3,922
districts,champhai,mizoram,2018,3,729
districts,serchhip,mizoram,2018,3,633
districts,mamit,mizoram,2018,3,599
districts,saiha,mizoram,2018,3,396
pincodes,796005,mizoram,2018,3,2357
pincodes,796009,mizoram,2018,3,2149
pincodes,796012,mizoram,2018,3,1105
pincodes,796701,mizoram,2018,3,992
pincodes,796017,mizoram,2018,3,910
pincodes,796008,mizoram,2018,3,637
pincodes,796014,mizoram,2018,3,582
pincodes,796321,mizoram,2018,3,523
pincodes,796081,mizoram,2018,3,480
pincodes,796181,mizoram,2018,3,467
districts,aizawl,mizoram,2018,4,11131
districts,lunglei,mizoram,2018,4,2391
districts,kolasib,mizoram,2018,4,1393
districts,lawngtlai,mizoram,2018,4,1254
districts,champhai,mizoram,2018,4,1001
districts,serchhip,mizoram,2018,4,857
districts,mamit,mizoram,2018,4,835
districts,saiha,mizoram,2018,4,503
pincodes,796005,mizoram,2018,4,3120
pincodes,796009,mizoram,2018,4,2834
pincodes,796012,mizoram,2018,4,1421
pincodes,796701,mizoram,2018,4,1379
pincodes,796017,mizoram,2018,4,1233
pincodes,796008,mizoram,2018,4,874
pincodes,796014,mizoram,2018,4,718
pincodes,796321,mizoram,2018,4,694
pincodes,796081,mizoram,2018,4,651
pincodes,796181,mizoram,2018,4,627
districts,aizawl,mizoram,2018,1,4550
districts,lunglei,mizoram,2018,1,879
districts,kolasib,mizoram,2018,1,486
districts,lawngtlai,mizoram,2018,1,474
districts,champhai,mizoram,2018,1,358
districts,mamit,mizoram,2018,1,316
districts,serchhip,mizoram,2018,1,299
districts,saiha,mizoram,2018,1,231
pincodes,796005,mizoram,2018,1,1339
pincodes,796009,mizoram,2018,1,1181
pincodes,796012,mizoram,2018,1,662
pincodes,796701,mizoram,2018,1,515
pincodes,796017,mizoram,2018,1,393
pincodes,796014,mizoram,2018,1,301
pincodes,796008,mizoram,2018,1,296
pincodes,796321,mizoram,2018,1,280
pincodes,796081,mizoram,2018,1,221
pincodes,796181,mizoram,2018,1,211
districts,aizawl,mizoram,2019,2,15934
districts,lunglei,mizoram,2019,2,3575
districts,lawngtlai,mizoram,2019,2,2133
districts,kolasib,mizoram,2019,2,2120
districts,champhai,mizoram,2019,2,1429
districts,mamit,mizoram,2019,2,1428
districts,serchhip,mizoram,2019,2,1295
districts,saiha,mizoram,2019,2,782
pincodes,796005,mizoram,2019,2,4439
pincodes,796009,mizoram,2019,2,4143
pincodes,796701,mizoram,2019,2,2033
pincodes,796012,mizoram,2019,2,1919
pincodes,796017,mizoram,2019,2,1781
pincodes,796008,mizoram,2019,2,1267
pincodes,796014,mizoram,2019,2,1001
pincodes,796081,mizoram,2019,2,972
pincodes,796321,mizoram,2019,2,948
pincodes,796181,mizoram,2019,2,925
districts,aizawl,mizoram,2019,3,18992
districts,lunglei,mizoram,2019,3,4197
districts,lawngtlai,mizoram,2019,3,2647
districts,kolasib,mizoram,2019,3,2497
districts,champhai,mizoram,2019,3,1733
districts,mamit,mizoram,2019,3,1655
districts,serchhip,mizoram,2019,3,1512
districts,saiha,mizoram,2019,3,901
pincodes,796005,mizoram,2019,3,5357
pincodes,796009,mizoram,2019,3,5022
pincodes,796701,mizoram,2019,3,2408
pincodes,796012,mizoram,2019,3,2285
pincodes,796017,mizoram,2019,3,2046
pincodes,796008,mizoram,2019,3,1521
pincodes,796081,mizoram,2019,3,1182
pincodes,796772,mizoram,2019,3,1173
pincodes,796014,mizoram,2019,3,1168
pincodes,796321,mizoram,2019,3,1137
districts,aizawl,mizoram,2019,4,21865
districts,lunglei,mizoram,2019,4,4926
districts,lawngtlai,mizoram,2019,4,3255
districts,kolasib,mizoram,2019,4,2929
districts,champhai,mizoram,2019,4,2067
districts,mamit,mizoram,2019,4,1996
districts,serchhip,mizoram,2019,4,1735
districts,saiha,mizoram,2019,4,1036
pincodes,796005,mizoram,2019,4,6157
pincodes,796009,mizoram,2019,4,5779
pincodes,796701,mizoram,2019,4,2825
pincodes,796012,mizoram,2019,4,2628
pincodes,796017,mizoram,2019,4,2308
pincodes,796008,mizoram,2019,4,1752
pincodes,796772,mizoram,2019,4,1401
pincodes,796081,mizoram,2019,4,1369
pincodes,796014,mizoram,2019,4,1358
pincodes,796321,mizoram,2019,4,1339
districts,aizawl,mizoram,2019,1,13422
districts,lunglei,mizoram,2019,1,2910
districts,kolasib,mizoram,2019,1,1730
districts,lawngtlai,mizoram,2019,1,1648
districts,champhai,mizoram,2019,1,1179
districts,mamit,mizoram,2019,1,1096
districts,serchhip,mizoram,2019,1,1047
districts,saiha,mizoram,2019,1,638
pincodes,796005,mizoram,2019,1,3769
pincodes,796009,mizoram,2019,1,3457
pincodes,796012,mizoram,2019,1,1670
pincodes,796701,mizoram,2019,1,1651
pincodes,796017,mizoram,2019,1,1477
pincodes,796008,mizoram,2019,1,1074
pincodes,796014,mizoram,2019,1,864
pincodes,796081,mizoram,2019,1,807
pincodes,796321,mizoram,2019,1,803
pincodes,796181,mizoram,2019,1,752
districts,aizawl,mizoram,2020,2,29637
districts,lunglei,mizoram,2020,2,7006
districts,lawngtlai,mizoram,2020,2,4977
districts,kolasib,mizoram,2020,2,4022
districts,champhai,mizoram,2020,2,3052
districts,mamit,mizoram,2020,2,2911
districts,serchhip,mizoram,2020,2,2379
districts,saiha,mizoram,2020,2,1590
pincodes,796005,mizoram,2020,2,8374
pincodes,796009,mizoram,2020,2,7831
pincodes,796701,mizoram,2020,2,3962
pincodes,796012,mizoram,2020,2,3500
pincodes,796017,mizoram,2020,2,3053
pincodes,796008,mizoram,2020,2,2433
pincodes,796772,mizoram,2020,2,2068
pincodes,796081,mizoram,2020,2,1939
pincodes,796321,mizoram,2020,2,1916
pincodes,796014,mizoram,2020,2,1830
districts,aizawl,mizoram,2020,3,36225
districts,lunglei,mizoram,2020,3,8442
districts,lawngtlai,mizoram,2020,3,6412
districts,kolasib,mizoram,2020,3,4923
districts,champhai,mizoram,2020,3,3883
districts,mamit,mizoram,2020,3,3597
districts,serchhip,mizoram,2020,3,2871
districts,saiha,mizoram,2020,3,1962
pincodes,796005,mizoram,2020,3,10284
pincodes,796009,mizoram,2020,3,9358
pincodes,796701,mizoram,2020,3,4775
pincodes,796012,mizoram,2020,3,4268
pincodes,796017,mizoram,2020,3,3702
pincodes,796008,mizoram,2020,3,3104
pincodes,796772,mizoram,2020,3,2679
pincodes,796081,mizoram,2020,3,2414
pincodes,796321,mizoram,2020,3,2410
pincodes,796014,mizoram,2020,3,2245
districts,aizawl,mizoram,2020,4,41500
districts,lunglei,mizoram,2020,4,9794
districts,lawngtlai,mizoram,2020,4,7618
districts,kolasib,mizoram,2020,4,5599
districts,champhai,mizoram,2020,4,4550
districts,mamit,mizoram,2020,4,4083
districts,serchhip,mizoram,2020,4,3313
districts,saiha,mizoram,2020,4,2274
pincodes,796005,mizoram,2020,4,11766
pincodes,796009,mizoram,2020,4,10691
pincodes,796701,mizoram,2020,4,5485
pincodes,796012,mizoram,2020,4,4956
pincodes,796017,mizoram,2020,4,4253
pincodes,796008,mizoram,2020,4,3552
pincodes,796772,mizoram,2020,4,3113
pincodes,796321,mizoram,2020,4,2781
pincodes,796081,mizoram,2020,4,2745
pincodes,796014,mizoram,2020,4,2507
districts,aizawl,mizoram,2020,1,25253
districts,lunglei,mizoram,2020,1,5778
districts,lawngtlai,mizoram,2020,1,3996
districts,kolasib,mizoram,2020,1,3360
districts,champhai,mizoram,2020,1,2448
districts,mamit,mizoram,2020,1,2379
districts,serchhip,mizoram,2020,1,1992
districts,saiha,mizoram,2020,1,1293
pincodes,796005,mizoram,2020,1,7161
pincodes,796009,mizoram,2020,1,6674
pincodes,796701,mizoram,2020,1,3352
pincodes,796012,mizoram,2020,1,3014
pincodes,796017,mizoram,2020,1,2613
pincodes,796008,mizoram,2020,1,2034
pincodes,796772,mizoram,2020,1,1698
pincodes,796081,mizoram,2020,1,1622
pincodes,796014,mizoram,2020,1,1591
pincodes,796321,mizoram,2020,1,1576
districts,aizawl,mizoram,2024,2,87821
districts,lunglei,mizoram,2024,2,21695
districts,lawngtlai,mizoram,2024,2,17421
districts,kolasib,mizoram,2024,2,12540
districts,champhai,mizoram,2024,2,10246
districts,mamit,mizoram,2024,2,9452
districts,serchhip,mizoram,2024,2,7272
districts,saiha,mizoram,2024,2,5093
pincodes,796005,mizoram,2024,2,24590
pincodes,796009,mizoram,2024,2,22352
pincodes,796701,mizoram,2024,2,11920
pincodes,796012,mizoram,2024,2,10354
pincodes,796017,mizoram,2024,2,9124
pincodes,796008,mizoram,2024,2,7493
pincodes,796772,mizoram,2024,2,6938
pincodes,796321,mizoram,2024,2,6182
pincodes,796081,mizoram,2024,2,6066
pincodes,796014,mizoram,2024,2,5437
districts,aizawl,mizoram,2024,3,109335
districts,lunglei,mizoram,2024,3,25124
districts,lawngtlai,mizoram,2024,3,24345
districts,kolasib,mizoram,2024,3,17391
districts,mamit,mizoram,2024,3,14535
districts,serchhip,mizoram,2024,3,8785
districts,champhai,mizoram,2024,3,8177
districts,siaha,mizoram,2024,3,7056
districts,saitual,mizoram,2024,3,4674
districts,hnahthial,mizoram,2024,3,2797
pincodes,796001,mizoram,2024,3,26476
pincodes,796005,mizoram,2024,3,21871
pincodes,796701,mizoram,2024,3,17231
pincodes,796009,mizoram,2024,3,13722
pincodes,796007,mizoram,2024,3,13320
pincodes,796770,mizoram,2024,3,13176
pincodes,796008,mizoram,2024,3,8385
pincodes,796081,mizoram,2024,3,8071
pincodes,796321,mizoram,2024,3,7347
pincodes,796891,mizoram,2024,3,6906
districts,aizawl,mizoram,2024,4,113860
districts,lunglei,mizoram,2024,4,26236
districts,lawngtlai,mizoram,2024,4,25334
districts,kolasib,mizoram,2024,4,18177
districts,mamit,mizoram,2024,4,15222
districts,serchhip,mizoram,2024,4,9183
districts,champhai,mizoram,2024,4,8509
districts,siaha,mizoram,2024,4,7374
districts,saitual,mizoram,2024,4,4829
districts,hnahthial,mizoram,2024,4,2932
pincodes,796001,mizoram,2024,4,27518
pincodes,796005,mizoram,2024,4,22763
pincodes,796701,mizoram,2024,4,18004
pincodes,796009,mizoram,2024,4,14328
pincodes,796007,mizoram,2024,4,13862
pincodes,796770,mizoram,2024,4,13669
pincodes,796008,mizoram,2024,4,8660
pincodes,796081,mizoram,2024,4,8475
pincodes,796321,mizoram,2024,4,7637
pincodes,796891,mizoram,2024,4,7224
districts,aizawl,mizoram,2024,1,84499
districts,lunglei,mizoram,2024,1,20891
districts,lawngtlai,mizoram,2024,1,16779
districts,kolasib,mizoram,2024,1,12085
districts,champhai,mizoram,2024,1,9876
districts,mamit,mizoram,2024,1,9085
districts,serchhip,mizoram,2024,1,6995
districts,saiha,mizoram,2024,1,4916
pincodes,796005,mizoram,2024,1,23648
pincodes,796009,mizoram,2024,1,21529
pincodes,796701,mizoram,2024,1,11454
pincodes,796012,mizoram,2024,1,9957
pincodes,796017,mizoram,2024,1,8759
pincodes,796008,mizoram,2024,1,7206
pincodes,796772,mizoram,2024,1,6664
pincodes,796321,mizoram,2024,1,5954
pincodes,796081,mizoram,2024,1,5835
pincodes,796014,mizoram,2024,1,5229
districts,aizawl,mizoram,2022,2,62605
districts,lunglei,mizoram,2022,2,15302
districts,lawngtlai,mizoram,2022,2,12114
districts,kolasib,mizoram,2022,2,8872
districts,champhai,mizoram,2022,2,7233
districts,mamit,mizoram,2022,2,6641
districts,serchhip,mizoram,2022,2,5170
districts,saiha,mizoram,2022,2,3598
pincodes,796005,mizoram,2022,2,17564
pincodes,796009,mizoram,2022,2,16002
pincodes,796701,mizoram,2022,2,8395
pincodes,796012,mizoram,2022,2,7437
pincodes,796017,mizoram,2022,2,6465
pincodes,796008,mizoram,2022,2,5303
pincodes,796772,mizoram,2022,2,4791
pincodes,796321,mizoram,2022,2,4381
pincodes,796081,mizoram,2022,2,4275
pincodes,796014,mizoram,2022,2,3864
districts,aizawl,mizoram,2022,3,65940
districts,lunglei,mizoram,2022,3,16062
districts,lawngtlai,mizoram,2022,3,12771
districts,kolasib,mizoram,2022,3,9300
districts,champhai,mizoram,2022,3,7576
districts,mamit,mizoram,2022,3,6931
districts,serchhip,mizoram,2022,3,5390
districts,saiha,mizoram,2022,3,3765
pincodes,796005,mizoram,2022,3,18512
pincodes,796009,mizoram,2022,3,16866
pincodes,796701,mizoram,2022,3,8842
pincodes,796012,mizoram,2022,3,7826
pincodes,796017,mizoram,2022,3,6808
pincodes,796008,mizoram,2022,3,5612
pincodes,796772,mizoram,2022,3,5092
pincodes,796321,mizoram,2022,3,4603
pincodes,796081,mizoram,2022,3,4485
pincodes,796014,mizoram,2022,3,4068
districts,aizawl,mizoram,2022,4,68925
districts,lunglei,mizoram,2022,4,16676
districts,lawngtlai,mizoram,2022,4,13303
districts,kolasib,mizoram,2022,4,9602
districts,champhai,mizoram,2022,4,7814
districts,mamit,mizoram,2022,4,7086
districts,serchhip,mizoram,2022,4,5551
districts,saiha,mizoram,2022,4,3913
pincodes,796005,mizoram,2022,4,19398
pincodes,796009,mizoram,2022,4,17652
pincodes,796701,mizoram,2022,4,9232
pincodes,796012,mizoram,2022,4,8201
pincodes,796017,mizoram,2022,4,7121
pincodes,796008,mizoram,2022,4,5882
pincodes,796772,mizoram,2022,4,5348
pincodes,796321,mizoram,2022,4,4764
pincodes,796081,mizoram,2022,4,4657
pincodes,796014,mizoram,2022,4,4239
districts,aizawl,mizoram,2022,1,59433
districts,lunglei,mizoram,2022,1,14538
districts,lawngtlai,mizoram,2022,1,11459
districts,kolasib,mizoram,2022,1,8375
districts,champhai,mizoram,2022,1,6875
districts,mamit,mizoram,2022,1,6299
districts,serchhip,mizoram,2022,1,4906
districts,saiha,mizoram,2022,1,3410
pincodes,796005,mizoram,2022,1,16682
pincodes,796009,mizoram,2022,1,15199
pincodes,796701,mizoram,2022,1,7976
pincodes,796012,mizoram,2022,1,7071
pincodes,796017,mizoram,2022,1,6110
pincodes,796008,mizoram,2022,1,5037
pincodes,796772,mizoram,2022,1,4513
pincodes,796321,mizoram,2022,1,4156
pincodes,796081,mizoram,2022,1,4020
pincodes,796014,mizoram,2022,1,3670
districts,east,sikkim,2023,2,150852
districts,south,sikkim,2023,2,55158
districts,west,sikkim,2023,2,34427
districts,north,sikkim,2023,2,22291
pincodes,737101,sikkim,2023,2,41406
pincodes,737102,sikkim,2023,2,28847
pincodes,737134,sikkim,2023,2,26811
pincodes,737132,sikkim,2023,2,22234
pincodes,737126,sikkim,2023,2,20106
pincodes,737135,sikkim,2023,2,19740
pincodes,737113,sikkim,2023,2,15390
pincodes,737121,sikkim,2023,2,13276
pincodes,737120,sikkim,2023,2,12382
pincodes,737103,sikkim,2023,2,10586
districts,east,sikkim,2023,3,156600
districts,south,sikkim,2023,3,57259
districts,west,sikkim,2023,3,35808
districts,north,sikkim,2023,3,23162
pincodes,737101,sikkim,2023,3,42978
pincodes,737102,sikkim,2023,3,29890
pincodes,737134,sikkim,2023,3,27814
pincodes,737132,sikkim,2023,3,23137
pincodes,737126,sikkim,2023,3,20857
pincodes,737135,sikkim,2023,3,20546
pincodes,737113,sikkim,2023,3,16014
pincodes,737121,sikkim,2023,3,13773
pincodes,737120,sikkim,2023,3,12857
pincodes,737103,sikkim,2023,3,10993
districts,east,sikkim,2023,4,162011
districts,south,sikkim,2023,4,59357
districts,west,sikkim,2023,4,37183
districts,north,sikkim,2023,4,24024
pincodes,737101,sikkim,2023,4,44334
pincodes,737102,sikkim,2023,4,30867
pincodes,737134,sikkim,2023,4,28882
pincodes,737132,sikkim,2023,4,23942
pincodes,737126,sikkim,2023,4,21605
pincodes,737135,sikkim,2023,4,21325
pincodes,737113,sikkim,2023,4,16645
pincodes,737121,sikkim,2023,4,14283
pincodes,737120,sikkim,2023,4,13330
pincodes,737103,sikkim,2023,4,11351
districts,east,sikkim,2023,1,145199
districts,south,sikkim,2023,1,52942
districts,west,sikkim,2023,1,32945
districts,north,sikkim,2023,1,21354
pincodes,737101,sikkim,2023,1,39951
pincodes,737102,sikkim,2023,1,27829
pincodes,737134,sikkim,2023,1,25736
pincodes,737132,sikkim,2023,1,21376
pincodes,737126,sikkim,2023,1,19329
pincodes,737135,sikkim,2023,1,18992
pincodes,737113,sikkim,2023,1,14738
pincodes,737121,sikkim,2023,1,12726
pincodes,737120,sikkim,2023,1,11868
pincodes,737103,sikkim,2023,1,10158
districts,east,sikkim,2021,2,99077
districts,south,sikkim,2021,2,35900
districts,west,sikkim,2021,2,22352
districts,north,sikkim,2021,2,14411
pincodes,737101,sikkim,2021,2,27441
pincodes,737102,sikkim,2021,2,19098
pincodes,737134,sikkim,2021,2,17409
pincodes,737132,sikkim,2021,2,14618
pincodes,737126,sikkim,2021,2,13159
pincodes,737135,sikkim,2021,2,12879
pincodes,737113,sikkim,2021,2,9970
pincodes,737121,sikkim,2021,2,8689
pincodes,737120,sikkim,2021,2,7948
pincodes,737103,sikkim,2021,2,6915
districts,east,sikkim,2021,3,106352
districts,south,sikkim,2021,3,38616
districts,west,sikkim,2021,3,24132
districts,north,sikkim,2021,3,15593
pincodes,737101,sikkim,2021,3,29396
pincodes,737102,sikkim,2021,3,20468
pincodes,737134,sikkim,2021,3,18740
pincodes,737132,sikkim,2021,3,15682
pincodes,737126,sikkim,2021,3,14145
pincodes,737135,sikkim,2021,3,13811
pincodes,737113,sikkim,2021,3,10760
pincodes,737121,sikkim,2021,3,9361
pincodes,737120,sikkim,2021,3,8604
pincodes,737103,sikkim,2021,3,7436
districts,east,sikkim,2021,4,113537
districts,south,sikkim,2021,4,41311
districts,west,sikkim,2021,4,25834
districts,north,sikkim,2021,4,16725
pincodes,737101,sikkim,2021,4,31343
pincodes,737102,sikkim,2021,4,21810
pincodes,737134,sikkim,2021,4,20001
pincodes,737132,sikkim,2021,4,16715
pincodes,737126,sikkim,2021,4,15175
pincodes,737135,sikkim,2021,4,14764
pincodes,737113,sikkim,2021,4,11524
pincodes,737121,sikkim,2021,4,10012
pincodes,737120,sikkim,2021,4,9245
pincodes,737103,sikkim,2021,4,7965
districts,east,sikkim,2021,1,92502
districts,south,sikkim,2021,1,33490
districts,west,sikkim,2021,1,20769
districts,north,sikkim,2021,1,13452
pincodes,737101,sikkim,2021,1,25663
pincodes,737102,sikkim,2021,1,17843
pincodes,737134,sikkim,2021,1,16236
pincodes,737132,sikkim,2021,1,13649
pincodes,737126,sikkim,2021,1,12273
pincodes,737135,sikkim,2021,1,12017
pincodes,737113,sikkim,2021,1,9258
pincodes,737121,sikkim,2021,1,8095
pincodes,737120,sikkim,2021,1,7423
pincodes,737103,sikkim,2021,1,6443
districts,east,sikkim,2018,2,17767
districts,south,sikkim,2018,2,5147
districts,west,sikkim,2018,2,2868
districts,north,sikkim,2018,2,2315
pincodes,737101,sikkim,2018,2,4767
pincodes,737102,sikkim,2018,2,3632
pincodes,737132,sikkim,2018,2,3280
pincodes,737134,sikkim,2018,2,2541
pincodes,737135,sikkim,2018,2,2447
