level,entity_name,state,year,quarter,registered_users
states,maharashtra, ,2023,2,60766850
states,uttar pradesh, ,2023,2,49829833
states,karnataka, ,2023,2,39122314
states,andhra pradesh, ,2023,2,30240061
states,rajasthan, ,2023,2,29745609
states,west bengal, ,2023,2,27827662
states,telangana, ,2023,2,27814633
states,tamil nadu, ,2023,2,27317599
states,madhya pradesh, ,2023,2,25042930
states,gujarat, ,2023,2,24396768
districts,bengaluru urban, ,2023,2,15812243
districts,pune, ,2023,2,10396344
districts,thane, ,2023,2,6552282
districts,jaipur, ,2023,2,6490210
districts,mumbai suburban, ,2023,2,6322778
districts,hyderabad, ,2023,2,5349842
districts,ahmadabad, ,2023,2,4913610
districts,rangareddy, ,2023,2,4638501
districts,north twenty four parganas, ,2023,2,4079270
districts,surat, ,2023,2,4076929
pincodes,201301, ,2023,2,883262
pincodes,110059, ,2023,2,744061
pincodes,560068, ,2023,2,680831
pincodes,421302, ,2023,2,662196
pincodes,500072, ,2023,2,589156
pincodes,122001, ,2023,2,587988
pincodes,110092, ,2023,2,577301
pincodes,110086, ,2023,2,520976
pincodes,121004, ,2023,2,509776
pincodes,201009, ,2023,2,490549
states,maharashtra, ,2023,3,63150997
states,uttar pradesh, ,2023,3,51870932
states,karnataka, ,2023,3,40634390
states,andhra pradesh, ,2023,3,31493897
states,rajasthan, ,2023,3,30997182
states,west bengal, ,2023,3,28966414
states,telangana, ,2023,3,28896668
states,tamil nadu, ,2023,3,28405436
states,madhya pradesh, ,2023,3,26109033
states,gujarat, ,2023,3,25383429
districts,bengaluru urban, ,2023,3,16382332
districts,pune, ,2023,3,10780092
districts,thane, ,2023,3,6802106
districts,jaipur, ,2023,3,6745507
districts,mumbai suburban, ,2023,3,6560867
districts,hyderabad, ,2023,3,5543537
districts,ahmadabad, ,2023,3,5105557
districts,rangareddy, ,2023,3,4809474
districts,north twenty four parganas, ,2023,3,4241525
districts,surat, ,2023,3,4238878
pincodes,201301, ,2023,3,916333
pincodes,110059, ,2023,3,772107
pincodes,560068, ,2023,3,703693
pincodes,421302, ,2023,3,688520
pincodes,122001, ,2023,3,609934
pincodes,500072, ,2023,3,609887
pincodes,110092, ,2023,3,598195
pincodes,110086, ,2023,3,540985
pincodes,121004, ,2023,3,529674
pincodes,201009, ,2023,3,509567
states,maharashtra, ,2023,4,65422120
states,uttar pradesh, ,2023,4,53799813
states,karnataka, ,2023,4,42031396
states,andhra pradesh, ,2023,4,32658698
states,rajasthan, ,2023,4,32157348
states,west bengal, ,2023,4,30064546
states,telangana, ,2023,4,29902636
states,tamil nadu, ,2023,4,29452801
states,madhya pradesh, ,2023,4,27078072
states,gujarat, ,2023,4,26312655
districts,bengaluru urban, ,2023,4,16895567
districts,pune, ,2023,4,11135186
districts,thane, ,2023,4,7044610
districts,jaipur, ,2023,4,6983265
districts,mumbai suburban, ,2023,4,6796218
districts,hyderabad, ,2023,4,5720710
districts,ahmadabad, ,2023,4,5282400
districts,rangareddy, ,2023,4,4964411
districts,north twenty four parganas, ,2023,4,4396190
districts,surat, ,2023,4,4396038
pincodes,201301, ,2023,4,948041
pincodes,110059, ,2023,4,798856
pincodes,560068, ,2023,4,727330
pincodes,421302, ,2023,4,714635
pincodes,122001, ,2023,4,630836
pincodes,500072, ,2023,4,628306
pincodes,110092, ,2023,4,617934
pincodes,110086, ,2023,4,561319
pincodes,121004, ,2023,4,549020
pincodes,201009, ,2023,4,527630
states,maharashtra, ,2023,1,58470784
states,uttar pradesh, ,2023,1,47806049
states,karnataka, ,2023,1,37681426
states,andhra pradesh, ,2023,1,29065863
states,rajasthan, ,2023,1,28523031
states,telangana, ,2023,1,26804259
states,west bengal, ,2023,1,26732895
states,tamil nadu, ,2023,1,26270663
states,madhya pradesh, ,2023,1,24002818
states,gujarat, ,2023,1,23436230
districts,bengaluru urban, ,2023,1,15290372
districts,pune, ,2023,1,10037022
districts,thane, ,2023,1,6314618
districts,jaipur, ,2023,1,6247095
districts,mumbai suburban, ,2023,1,6095695
districts,hyderabad, ,2023,1,5176899
districts,ahmadabad, ,2023,1,4734630
districts,rangareddy, ,2023,1,4483193
districts,north twenty four parganas, ,2023,1,3926974
districts,surat, ,2023,1,3919829
pincodes,201301, ,2023,1,851451
pincodes,110059, ,2023,1,716856
pincodes,560068, ,2023,1,658173
pincodes,421302, ,2023,1,636458
pincodes,500072, ,2023,1,570652
pincodes,122001, ,2023,1,566889
pincodes,110092, ,2023,1,557488
pincodes,110086, ,2023,1,500213
pincodes,121004, ,2023,1,490243
pincodes,201009, ,2023,1,472156
states,maharashtra, ,2021,2,39664697
states,uttar pradesh, ,2021,2,31651894
states,karnataka, ,2021,2,25751023
states,andhra pradesh, ,2021,2,19620905
states,rajasthan, ,2021,2,18980985
states,telangana, ,2021,2,18306880
states,west bengal, ,2021,2,17979979
states,tamil nadu, ,2021,2,17804542
states,madhya pradesh, ,2021,2,15940935
states,gujarat, ,2021,2,15735981
districts,bengaluru urban, ,2021,2,10604609
districts,pune, ,2021,2,6915820
districts,thane, ,2021,2,4290066
districts,jaipur, ,2021,2,4226231
districts,mumbai suburban, ,2021,2,4151227
districts,hyderabad, ,2021,2,3598337
districts,ahmadabad, ,2021,2,3209841
districts,rangareddy, ,2021,2,3097973
districts,north twenty four parganas, ,2021,2,2660664
districts,surat, ,2021,2,2633443
pincodes,201301, ,2021,2,577428
pincodes,110059, ,2021,2,485328
pincodes,560068, ,2021,2,455417
pincodes,421302, ,2021,2,424376
pincodes,500072, ,2021,2,398987
pincodes,122001, ,2021,2,385555
pincodes,110092, ,2021,2,383095
pincodes,110086, ,2021,2,332618
pincodes,121004, ,2021,2,328000
pincodes,560078, ,2021,2,325334
states,maharashtra, ,2021,3,42581217
states,uttar pradesh, ,2021,3,34151882
states,karnataka, ,2021,3,27614221
states,andhra pradesh, ,2021,3,21059898
states,rajasthan, ,2021,3,20499465
states,telangana, ,2021,3,19615278
states,west bengal, ,2021,3,19323278
states,tamil nadu, ,2021,3,19127440
states,madhya pradesh, ,2021,3,17210233
states,gujarat, ,2021,3,16946761
districts,bengaluru urban, ,2021,3,11321012
districts,pune, ,2021,3,7398336
districts,thane, ,2021,3,4597394
districts,jaipur, ,2021,3,4534297
districts,mumbai suburban, ,2021,3,4444495
districts,hyderabad, ,2021,3,3839513
districts,ahmadabad, ,2021,3,3445024
districts,rangareddy, ,2021,3,3310906
districts,north twenty four parganas, ,2021,3,2852030
districts,surat, ,2021,3,2830392
pincodes,201301, ,2021,3,618043
pincodes,110059, ,2021,3,520096
pincodes,560068, ,2021,3,486170
pincodes,421302, ,2021,3,456284
pincodes,500072, ,2021,3,425197
pincodes,122001, ,2021,3,412737
pincodes,110092, ,2021,3,409520
pincodes,110086, ,2021,3,357590
pincodes,121004, ,2021,3,352312
pincodes,560078, ,2021,3,346840
states,maharashtra, ,2021,4,45482506
states,uttar pradesh, ,2021,4,36617655
states,karnataka, ,2021,4,29459646
states,andhra pradesh, ,2021,4,22489029
states,rajasthan, ,2021,4,21977202
states,telangana, ,2021,4,20917649
states,west bengal, ,2021,4,20644527
states,tamil nadu, ,2021,4,20433142
states,madhya pradesh, ,2021,4,18456243
states,gujarat, ,2021,4,18139201
districts,bengaluru urban, ,2021,4,12038775
districts,pune, ,2021,4,7880431
districts,thane, ,2021,4,4906492
districts,jaipur, ,2021,4,4841883
districts,mumbai suburban, ,2021,4,4740546
districts,hyderabad, ,2021,4,4081185
districts,ahmadabad, ,2021,4,3679243
districts,rangareddy, ,2021,4,3523496
districts,north twenty four parganas, ,2021,4,3043008
districts,surat, ,2021,4,3026960
pincodes,201301, ,2021,4,659549
pincodes,110059, ,2021,4,555449
pincodes,560068, ,2021,4,517115
pincodes,421302, ,2021,4,488443
pincodes,500072, ,2021,4,451595
pincodes,122001, ,2021,4,440178
pincodes,110092, ,2021,4,436075
pincodes,110086, ,2021,4,382858
pincodes,121004, ,2021,4,376910
pincodes,560078, ,2021,4,368213
states,maharashtra, ,2021,1,37077537
states,uttar pradesh, ,2021,1,29482075
states,karnataka, ,2021,1,24095832
states,andhra pradesh, ,2021,1,18363733
states,rajasthan, ,2021,1,17661088
states,telangana, ,2021,1,17149069
states,west bengal, ,2021,1,16808799
states,tamil nadu, ,2021,1,16632608
states,madhya pradesh, ,2021,1,14839427
states,gujarat, ,2021,1,14670126
districts,bengaluru urban, ,2021,1,9955387
districts,pune, ,2021,1,6481971
districts,thane, ,2021,1,4014464
districts,jaipur, ,2021,1,3951866
districts,mumbai suburban, ,2021,1,3886500
districts,hyderabad, ,2021,1,3379663
districts,ahmadabad, ,2021,1,2999575
districts,rangareddy, ,2021,1,2906635
districts,north twenty four parganas, ,2021,1,2491076
districts,surat, ,2021,1,2458596
pincodes,201301, ,2021,1,541127
pincodes,110059, ,2021,1,454201
pincodes,560068, ,2021,1,427525
pincodes,421302, ,2021,1,396179
pincodes,500072, ,2021,1,375272
pincodes,122001, ,2021,1,361360
pincodes,110092, ,2021,1,359376
pincodes,110086, ,2021,1,310419
pincodes,121004, ,2021,1,306230
pincodes,560078, ,2021,1,305721
states,maharashtra, ,2018,2,8222371
states,uttar pradesh, ,2018,2,6442554
states,karnataka, ,2018,2,5030665
states,andhra pradesh, ,2018,2,4402540
states,telangana, ,2018,2,4260115
states,rajasthan, ,2018,2,4212964
states,west bengal, ,2018,2,3833795
states,gujarat, ,2018,2,3565825
states,madhya pradesh, ,2018,2,3441662
states,bihar, ,2018,2,3005872
districts,bengaluru urban, ,2018,2,2553312
districts,pune, ,2018,2,1592293
districts,jaipur, ,2018,2,1182983
districts,mumbai suburban, ,2018,2,957633
districts,thane, ,2018,2,861292
districts,hyderabad, ,2018,2,842483
districts,rangareddy, ,2018,2,804959
districts,ahmadabad, ,2018,2,751746
districts,medchal malkajgiri, ,2018,2,696211
districts,surat, ,2018,2,652372
pincodes,201301, ,2018,2,151073
pincodes,500072, ,2018,2,129543
pincodes,560068, ,2018,2,128921
pincodes,110059, ,2018,2,124901
pincodes,110092, ,2018,2,108175
pincodes,122001, ,2018,2,107275
pincodes,800001, ,2018,2,94711
pincodes,395006, ,2018,2,94500
pincodes,560037, ,2018,2,93771
pincodes,302012, ,2018,2,89071
states,maharashtra, ,2018,3,10435033
states,uttar pradesh, ,2018,3,8096483
states,karnataka, ,2018,3,6372649
states,andhra pradesh, ,2018,3,5427617
states,rajasthan, ,2018,3,5175453
states,telangana, ,2018,3,5138501
states,west bengal, ,2018,3,4851740
states,gujarat, ,2018,3,4433183
states,madhya pradesh, ,2018,3,4309309
states,tamil nadu, ,2018,3,3900177
districts,bengaluru urban, ,2018,3,3167597
districts,pune, ,2018,3,1974138
districts,jaipur, ,2018,3,1438305
districts,mumbai suburban, ,2018,3,1218632
districts,thane, ,2018,3,1104206
districts,hyderabad, ,2018,3,1024241
districts,rangareddy, ,2018,3,963186
districts,ahmadabad, ,2018,3,919252
districts,medchal malkajgiri, ,2018,3,828425
districts,surat, ,2018,3,808005
pincodes,201301, ,2018,3,188664
pincodes,110059, ,2018,3,156028
pincodes,500072, ,2018,3,152034
pincodes,560068, ,2018,3,151862
pincodes,110092, ,2018,3,136676
pincodes,122001, ,2018,3,130847
pincodes,395006, ,2018,3,113391
pincodes,302012, ,2018,3,107088
pincodes,560037, ,2018,3,106572
pincodes,800001, ,2018,3,106255
states,maharashtra, ,2018,4,13381602
states,uttar pradesh, ,2018,4,10341964
states,karnataka, ,2018,4,8315802
states,andhra pradesh, ,2018,4,6857409
states,telangana, ,2018,4,6529679
states,rajasthan, ,2018,4,6358738
states,west bengal, ,2018,4,6279278
states,gujarat, ,2018,4,5579040
states,madhya pradesh, ,2018,4,5365442
states,tamil nadu, ,2018,4,5199878
districts,bengaluru urban, ,2018,4,4126734
districts,pune, ,2018,4,2498852
districts,jaipur, ,2018,4,1733893
districts,mumbai suburban, ,2018,4,1578487
districts,thane, ,2018,4,1473811
districts,hyderabad, ,2018,4,1336872
districts,rangareddy, ,2018,4,1217664
districts,ahmadabad, ,2018,4,1212636
districts,medchal malkajgiri, ,2018,4,1056739
districts,surat, ,2018,4,998807
pincodes,201301, ,2018,4,250205
pincodes,110059, ,2018,4,206537
pincodes,560068, ,2018,4,201605
pincodes,110092, ,2018,4,177133
pincodes,500072, ,2018,4,175163
pincodes,122001, ,2018,4,163556
pincodes,560037, ,2018,4,137280
pincodes,800001, ,2018,4,134254
pincodes,110086, ,2018,4,133412
pincodes,110085, ,2018,4,132600
states,maharashtra, ,2018,1,6106994
states,uttar pradesh, ,2018,1,4694250
states,karnataka, ,2018,1,3717763
states,andhra pradesh, ,2018,1,3336450
states,telangana, ,2018,1,3315560
states,rajasthan, ,2018,1,3158202
states,gujarat, ,2018,1,2690048
states,west bengal, ,2018,1,2604789
states,madhya pradesh, ,2018,1,2553603
states,bihar, ,2018,1,2133804
districts,bengaluru urban, ,2018,1,1922368
districts,pune, ,2018,1,1211643
districts,jaipur, ,2018,1,900773
districts,mumbai suburban, ,2018,1,719300
districts,hyderabad, ,2018,1,655175
districts,rangareddy, ,2018,1,635175
districts,thane, ,2018,1,631864
districts,ahmadabad, ,2018,1,572811
districts,medchal malkajgiri, ,2018,1,549429
districts,visakhapatnam, ,2018,1,497187
pincodes,201301, ,2018,1,114625
pincodes,500072, ,2018,1,105012
pincodes,560068, ,2018,1,98487
pincodes,110059, ,2018,1,95496
pincodes,110092, ,2018,1,83600
pincodes,122001, ,2018,1,82656
pincodes,560037, ,2018,1,75304
pincodes,395006, ,2018,1,72275
pincodes,800001, ,2018,1,71092
pincodes,302012, ,2018,1,68098
states,maharashtra, ,2019,2,18776975
states,uttar pradesh, ,2019,2,14316349
states,karnataka, ,2019,2,11968087
states,andhra pradesh, ,2019,2,9389003
states,telangana, ,2019,2,9046007
states,rajasthan, ,2019,2,8783935
states,west bengal, ,2019,2,8612795
states,gujarat, ,2019,2,7574645
states,tamil nadu, ,2019,2,7429609
states,madhya pradesh, ,2019,2,7301172
districts,bengaluru urban, ,2019,2,5694165
districts,pune, ,2019,2,3514081
districts,jaipur, ,2019,2,2290462
districts,mumbai suburban, ,2019,2,2151657
districts,thane, ,2019,2,2118406
districts,hyderabad, ,2019,2,1856926
districts,ahmadabad, ,2019,2,1656341
districts,rangareddy, ,2019,2,1651300
districts,medchal malkajgiri, ,2019,2,1428880
districts,surat, ,2019,2,1338584
pincodes,201301, ,2019,2,336709
pincodes,110059, ,2019,2,274593
pincodes,560068, ,2019,2,263531
pincodes,500072, ,2019,2,242007
pincodes,110092, ,2019,2,228546
pincodes,122001, ,2019,2,217913
pincodes,421302, ,2019,2,182371
pincodes,395006, ,2019,2,180042
pincodes,560078, ,2019,2,178837
pincodes,110086, ,2019,2,177199
states,maharashtra, ,2019,3,21313081
states,uttar pradesh, ,2019,3,16044607
states,karnataka, ,2019,3,13635075
states,andhra pradesh, ,2019,3,10458693
states,telangana, ,2019,3,10090557
states,rajasthan, ,2019,3,9797304
states,west bengal, ,2019,3,9643222
states,gujarat, ,2019,3,8429299
states,tamil nadu, ,2019,3,8428835
states,madhya pradesh, ,2019,3,8180664
districts,bengaluru urban, ,2019,3,6383771
districts,pune, ,2019,3,4004991
districts,jaipur, ,2019,3,2520933
districts,mumbai suburban, ,2019,3,2407754
districts,thane, ,2019,3,2396815
districts,hyderabad, ,2019,3,2071673
districts,ahmadabad, ,2019,3,1848860
districts,rangareddy, ,2019,3,1826019
districts,medchal malkajgiri, ,2019,3,1572320
districts,surat, ,2019,3,1481391
pincodes,201301, ,2019,3,369425
pincodes,110059, ,2019,3,300007
pincodes,560068, ,2019,3,289417
pincodes,500072, ,2019,3,261019
pincodes,110092, ,2019,3,248727
pincodes,122001, ,2019,3,239679
pincodes,421302, ,2019,3,208109
pincodes,395006, ,2019,3,198132
pincodes,110086, ,2019,3,194575
pincodes,800001, ,2019,3,194197
states,maharashtra, ,2019,4,23745297
states,uttar pradesh, ,2019,4,17949542
states,karnataka, ,2019,4,15385416
states,andhra pradesh, ,2019,4,11757883
states,telangana, ,2019,4,11220691
states,rajasthan, ,2019,4,10925031
states,west bengal, ,2019,4,10885058
states,tamil nadu, ,2019,4,9620493
states,gujarat, ,2019,4,9323799
states,madhya pradesh, ,2019,4,9165241
districts,bengaluru urban, ,2019,4,7016836
districts,pune, ,2019,4,4416899
districts,jaipur, ,2019,4,2746860
districts,thane, ,2019,4,2638051
districts,mumbai suburban, ,2019,4,2630360
districts,hyderabad, ,2019,4,2283903
districts,ahmadabad, ,2019,4,2015947
districts,rangareddy, ,2019,4,2001437
districts,medchal malkajgiri, ,2019,4,1714832
districts,north twenty four parganas, ,2019,4,1638605
pincodes,201301, ,2019,4,398548
pincodes,110059, ,2019,4,320535
pincodes,560068, ,2019,4,313673
pincodes,500072, ,2019,4,279498
pincodes,110092, ,2019,4,264380
pincodes,122001, ,2019,4,258880
pincodes,421302, ,2019,4,243170
pincodes,560078, ,2019,4,218317
pincodes,395006, ,2019,4,214322
pincodes,560076, ,2019,4,211683
states,maharashtra, ,2019,1,16284451
states,uttar pradesh, ,2019,1,12458661
states,karnataka, ,2019,1,10266174
states,andhra pradesh, ,2019,1,8283019
states,telangana, ,2019,1,7963425
states,rajasthan, ,2019,1,7712204
states,west bengal, ,2019,1,7449425
states,gujarat, ,2019,1,6652536
states,madhya pradesh, ,2019,1,6414403
states,tamil nadu, ,2019,1,6296303
districts,bengaluru urban, ,2019,1,5003207
districts,pune, ,2019,1,3038402
districts,jaipur, ,2019,1,2060175
districts,mumbai suburban, ,2019,1,1901210
districts,thane, ,2019,1,1834051
districts,hyderabad, ,2019,1,1638436
districts,rangareddy, ,2019,1,1470874
districts,ahmadabad, ,2019,1,1450100
districts,medchal malkajgiri, ,2019,1,1279531
districts,surat, ,2019,1,1180819
pincodes,201301, ,2019,1,301260
pincodes,110059, ,2019,1,246566
pincodes,560068, ,2019,1,237280
pincodes,500072, ,2019,1,221180
pincodes,110092, ,2019,1,206805
pincodes,122001, ,2019,1,194366
pincodes,110086, ,2019,1,158267
pincodes,560078, ,2019,1,157977
pincodes,395006, ,2019,1,157558
pincodes,560076, ,2019,1,157367
states,maharashtra, ,2020,2,28765086
states,uttar pradesh, ,2020,2,22498519
states,karnataka, ,2020,2,18655366
states,andhra pradesh, ,2020,2,14319675
states,rajasthan, ,2020,2,13563201
states,telangana, ,2020,2,13378191
states,west bengal, ,2020,2,13222022
states,tamil nadu, ,2020,2,12150786
states,gujarat, ,2020,2,11392657
states,madhya pradesh, ,2020,2,11374423
districts,bengaluru urban, ,2020,2,8028070
districts,pune, ,2020,2,5144688
districts,jaipur, ,2020,2,3182014
districts,thane, ,2020,2,3135101
districts,mumbai suburban, ,2020,2,3060916
districts,hyderabad, ,2020,2,2653534
districts,ahmadabad, ,2020,2,2384154
districts,rangareddy, ,2020,2,2313748
districts,north twenty four parganas, ,2020,2,1966125
districts,medchal malkajgiri, ,2020,2,1963353
pincodes,201301, ,2020,2,445271
pincodes,110059, ,2020,2,365614
pincodes,560068, ,2020,2,351484
pincodes,500072, ,2020,2,309469
pincodes,421302, ,2020,2,298762
pincodes,110092, ,2020,2,295000
pincodes,122001, ,2020,2,293479
pincodes,560078, ,2020,2,247869
pincodes,110086, ,2020,2,246312
pincodes,395006, ,2020,2,245129
states,maharashtra, ,2020,3,31409513
states,uttar pradesh, ,2020,3,24838116
states,karnataka, ,2020,3,20487550
states,andhra pradesh, ,2020,3,15692405
states,rajasthan, ,2020,3,14969412
states,telangana, ,2020,3,14590882
states,west bengal, ,2020,3,14448366
states,tamil nadu, ,2020,3,13643451
states,madhya pradesh, ,2020,3,12564224
states,gujarat, ,2020,3,12467847
districts,bengaluru urban, ,2020,3,8611452
districts,pune, ,2020,3,5546002
districts,jaipur, ,2020,3,3433167
districts,thane, ,2020,3,3401853
districts,mumbai suburban, ,2020,3,3304696
districts,hyderabad, ,2020,3,2875965
districts,ahmadabad, ,2020,3,2580178
districts,rangareddy, ,2020,3,2495699
districts,north twenty four parganas, ,2020,3,2143943
districts,medchal malkajgiri, ,2020,3,2111567
pincodes,201301, ,2020,3,472490
pincodes,110059, ,2020,3,393571
pincodes,560068, ,2020,3,373446
pincodes,421302, ,2020,3,328833
pincodes,500072, ,2020,3,328018
pincodes,110092, ,2020,3,314384
pincodes,122001, ,2020,3,314031
pincodes,110086, ,2020,3,267186
pincodes,560078, ,2020,3,265627
pincodes,121004, ,2020,3,261230
states,maharashtra, ,2020,4,34432631
states,uttar pradesh, ,2020,4,27249134
states,karnataka, ,2020,4,22400182
states,andhra pradesh, ,2020,4,17076565
states,rajasthan, ,2020,4,16329494
states,telangana, ,2020,4,15927797
states,west bengal, ,2020,4,15662093
states,tamil nadu, ,2020,4,15357586
states,madhya pradesh, ,2020,4,13737947
states,gujarat, ,2020,4,13605203
districts,bengaluru urban, ,2020,4,9286243
districts,pune, ,2020,4,6033615
districts,thane, ,2020,4,3727358
districts,jaipur, ,2020,4,3679874
districts,mumbai suburban, ,2020,4,3609970
districts,hyderabad, ,2020,4,3142385
districts,ahmadabad, ,2020,4,2787991
districts,rangareddy, ,2020,4,2704868
districts,north twenty four parganas, ,2020,4,2321888
districts,medchal malkajgiri, ,2020,4,2282695
pincodes,201301, ,2020,4,504506
pincodes,110059, ,2020,4,423149
pincodes,560068, ,2020,4,399638
pincodes,421302, ,2020,4,365506
pincodes,500072, ,2020,4,350832
pincodes,122001, ,2020,4,336803
pincodes,110092, ,2020,4,335783
pincodes,110086, ,2020,4,288308
pincodes,560078, ,2020,4,285544
pincodes,121004, ,2020,4,283882
states,maharashtra, ,2020,1,26168390
states,uttar pradesh, ,2020,1,20136256
states,karnataka, ,2020,1,17016980
states,andhra pradesh, ,2020,1,13022060
states,telangana, ,2020,1,12306860
states,rajasthan, ,2020,1,12142053
states,west bengal, ,2020,1,11960822
states,tamil nadu, ,2020,1,10872368
states,gujarat, ,2020,1,10259843
states,madhya pradesh, ,2020,1,10151371
districts,bengaluru urban, ,2020,1,7564577
districts,pune, ,2020,1,4802397
districts,jaipur, ,2020,1,2966508
districts,thane, ,2020,1,2878073
districts,mumbai suburban, ,2020,1,2843378
districts,hyderabad, ,2020,1,2483843
districts,ahmadabad, ,2020,1,2185983
districts,rangareddy, ,2020,1,2166829
districts,medchal malkajgiri, ,2020,1,1845599
districts,north twenty four parganas, ,2020,1,1789973
pincodes,201301, ,2020,1,425915
pincodes,110059, ,2020,1,342152
pincodes,560068, ,2020,1,334481
pincodes,500072, ,2020,1,296003
pincodes,110092, ,2020,1,280039
pincodes,122001, ,2020,1,277400
pincodes,421302, ,2020,1,270275
pincodes,560078, ,2020,1,234102
pincodes,395006, ,2020,1,230047
pincodes,110086, ,2020,1,226703
districts,solan,himachal-pradesh,2023,2,523060
districts,kangra,himachal-pradesh,2023,2,510261
districts,shimla,himachal-pradesh,2023,2,335735
districts,mandi,himachal-pradesh,2023,2,310048
districts,sirmaur,himachal-pradesh,2023,2,195687
districts,hamirpur,himachal-pradesh,2023,2,182553
districts,kullu,himachal-pradesh,2023,2,177077
districts,una,himachal-pradesh,2023,2,168253
districts,bilaspur,himachal-pradesh,2023,2,131239
districts,chamba,himachal-pradesh,2023,2,130138
pincodes,173205,himachal-pradesh,2023,2,202511
pincodes,174101,himachal-pradesh,2023,2,106155
pincodes,173025,himachal-pradesh,2023,2,64829
pincodes,173212,himachal-pradesh,2023,2,45684
pincodes,175131,himachal-pradesh,2023,2,41927
pincodes,171001,himachal-pradesh,2023,2,38756
pincodes,175001,himachal-pradesh,2023,2,34584
pincodes,176001,himachal-pradesh,2023,2,32600
pincodes,176310,himachal-pradesh,2023,2,31903
pincodes,174303,himachal-pradesh,2023,2,31286
districts,solan,himachal-pradesh,2023,3,544140
districts,kangra,himachal-pradesh,2023,3,530786
districts,shimla,himachal-pradesh,2023,3,348966
districts,mandi,himachal-pradesh,2023,3,322502
districts,sirmaur,himachal-pradesh,2023,3,203991
districts,hamirpur,himachal-pradesh,2023,3,189913
districts,kullu,himachal-pradesh,2023,3,184280
districts,una,himachal-pradesh,2023,3,175125
districts,bilaspur,himachal-pradesh,2023,3,136648
districts,chamba,himachal-pradesh,2023,3,135482
pincodes,173205,himachal-pradesh,2023,3,210542
pincodes,174101,himachal-pradesh,2023,3,110611
pincodes,173025,himachal-pradesh,2023,3,67484
pincodes,173212,himachal-pradesh,2023,3,47440
pincodes,175131,himachal-pradesh,2023,3,43559
pincodes,171001,himachal-pradesh,2023,3,40143
pincodes,175001,himachal-pradesh,2023,3,35958
pincodes,176001,himachal-pradesh,2023,3,33898
pincodes,176310,himachal-pradesh,2023,3,33101
pincodes,174303,himachal-pradesh,2023,3,32525
districts,solan,himachal-pradesh,2023,4,565485
districts,kangra,himachal-pradesh,2023,4,551176
districts,shimla,himachal-pradesh,2023,4,362109
districts,mandi,himachal-pradesh,2023,4,335088
districts,sirmaur,himachal-pradesh,2023,4,212088
districts,hamirpur,himachal-pradesh,2023,4,197499
districts,kullu,himachal-pradesh,2023,4,191029
districts,una,himachal-pradesh,2023,4,181977
districts,bilaspur,himachal-pradesh,2023,4,141779
districts,chamba,himachal-pradesh,2023,4,140790
pincodes,173205,himachal-pradesh,2023,4,218904
pincodes,174101,himachal-pradesh,2023,4,114956
pincodes,173025,himachal-pradesh,2023,4,70113
pincodes,173212,himachal-pradesh,2023,4,49172
pincodes,175131,himachal-pradesh,2023,4,44991
pincodes,171001,himachal-pradesh,2023,4,41534
pincodes,175001,himachal-pradesh,2023,4,37181
pincodes,176001,himachal-pradesh,2023,4,35107
pincodes,176310,himachal-pradesh,2023,4,34290
pincodes,174303,himachal-pradesh,2023,4,33755
districts,solan,himachal-pradesh,2023,1,501947
districts,kangra,himachal-pradesh,2023,1,489369
districts,shimla,himachal-pradesh,2023,1,322036
districts,mandi,himachal-pradesh,2023,1,296936
districts,sirmaur,himachal-pradesh,2023,1,187417
districts,hamirpur,himachal-pradesh,2023,1,175074
districts,kullu,himachal-pradesh,2023,1,170048
districts,una,himachal-pradesh,2023,1,161122
districts,bilaspur,himachal-pradesh,2023,1,125771
districts,chamba,himachal-pradesh,2023,1,124457
pincodes,173205,himachal-pradesh,2023,1,194318
pincodes,174101,himachal-pradesh,2023,1,101879
pincodes,173025,himachal-pradesh,2023,1,62353
pincodes,173212,himachal-pradesh,2023,1,44064
pincodes,175131,himachal-pradesh,2023,1,40538
pincodes,171001,himachal-pradesh,2023,1,37430
pincodes,175001,himachal-pradesh,2023,1,33363
pincodes,176001,himachal-pradesh,2023,1,31362
pincodes,176310,himachal-pradesh,2023,1,30657
pincodes,176061,himachal-pradesh,2023,1,30073
districts,solan,himachal-pradesh,2021,2,334716
districts,kangra,himachal-pradesh,2021,2,329232
districts,shimla,himachal-pradesh,2021,2,218068
districts,mandi,himachal-pradesh,2021,2,200277
districts,sirmaur,himachal-pradesh,2021,2,124764
districts,hamirpur,himachal-pradesh,2021,2,117381
districts,kullu,himachal-pradesh,2021,2,115278
districts,una,himachal-pradesh,2021,2,108338
districts,bilaspur,himachal-pradesh,2021,2,84508
districts,chamba,himachal-pradesh,2021,2,83542
pincodes,173205,himachal-pradesh,2021,2,128445
pincodes,174101,himachal-pradesh,2021,2,67535
pincodes,173025,himachal-pradesh,2021,2,41910
pincodes,173212,himachal-pradesh,2021,2,30003
pincodes,175131,himachal-pradesh,2021,2,28068
pincodes,171001,himachal-pradesh,2021,2,25888
pincodes,175001,himachal-pradesh,2021,2,22836
pincodes,176001,himachal-pradesh,2021,2,21257
pincodes,176310,himachal-pradesh,2021,2,20908
pincodes,174303,himachal-pradesh,2021,2,20508
districts,solan,himachal-pradesh,2021,3,360324
districts,kangra,himachal-pradesh,2021,3,355274
districts,shimla,himachal-pradesh,2021,3,235163
